,end station id,tripduration,Total_trip_duration,average_trip_duration,latitude,longitude,zipcodes
0,72,34532,48778218,1412.551198887988,40.767272152118615,-73.99392891101819,10019
1,79,19981,25747489,1288.5986186877533,40.71911550843701,-74.00666664337069,10013
2,82,12170,18485345,1518.9272801972063,40.71117406352013,-74.00016551857436,10038
3,83,19257,30368746,1577.0237316300563,40.68382604,-73.97632328,11217
4,116,44770,40148951,896.7824659370114,40.74177605733906,-74.00149744888854,10011
5,119,5724,8280812,1446.6827393431167,40.69608941,-73.97803415,11205
6,120,13303,14755574,1109.1914605728032,40.68676793,-73.95928168,11238
7,127,47755,52392845,1097.1174746099884,40.73172428,-74.00674436,10014
8,128,53395,58374320,1093.2544245715892,40.72710258,-74.00297088,10014
9,143,16268,15057603,925.59644701254,40.69239494715392,-73.99337883568047,11201
10,144,14479,20701511,1429.7611022860694,40.69839895,-73.98068914,11201
11,146,23032,28293379,1228.4377822160473,40.71625006914206,-74.0091059388199,10013
12,150,32428,41799639,1288.9983656099666,40.72087366947082,-73.98085789708585,
13,151,66636,72532043,1088.4813464193528,40.72210378512852,-73.99724901849511,10012
14,152,2340,2691808,1150.3452991452991,40.71473993,-74.00910627,10007
15,157,18649,20862151,1118.673977156952,40.69089272,-73.99612349,11201
16,161,41401,43818164,1058.3841936185115,40.729170221733774,-73.9981023075288,10012
17,164,27217,28448947,1045.2638791931513,40.75323098,-73.97032517,10017
18,167,26413,27342122,1035.1766932949683,40.748900603763296,-73.97604885601181,10016
19,168,29072,24758126,851.6141304347826,40.73971301,-73.99456405,10011
20,173,43088,51904640,1204.6193835870777,40.76068328566742,-73.98452735822565,10019
21,174,35672,34881097,977.8284649024444,40.73817640105685,-73.97738658748543,10010
22,195,22669,33202208,1464.6525210640082,40.70905623,-74.01043382,10005
23,212,31230,36559149,1170.6419788664746,40.74334935,-74.00681753,10011
24,216,10492,14691448,1400.252382767823,40.70037867,-73.99548059,11201
25,217,39439,72400702,1835.7641420928524,40.70277159,-73.99383605,11201
26,223,39050,35451833,907.8574391805378,40.73781509,-73.99994661,10011
27,224,22750,29135340,1280.6742857142858,40.71146364,-74.00552427,10038
28,228,21461,21764821,1014.1568892409488,40.7546011026,-73.971878855,10017
29,229,45199,40373793,893.2452709130733,40.72743423,-73.99379025,10003
30,232,485,832397,1716.2824742268042,40.69597683,-73.99014892,11201
31,236,49354,55274589,1119.96168496981,40.72841859151842,-73.98713953691049,10003
32,237,51637,54377168,1053.0659798206711,40.73047309,-73.98672378,10003
33,238,36259,42621891,1175.4844590308612,40.7361967221545,-74.0085921088298,10014
34,239,18027,21829783,1210.94929827481,40.69196566190492,-73.9813017277861,11201
35,241,22983,24481256,1065.1897489448722,40.68981035,-73.97493121,11217
36,242,8740,11101363,1270.178832951945,40.69778702437071,-73.97373603020596,11205
37,243,549,483590,880.856102003643,40.68841,-73.979458,11217
38,244,12814,13195390,1029.763539878258,40.69196035,-73.96536851,11205
39,245,11313,18151836,1604.5112702201009,40.69327006772386,-73.97703873657562,11205
40,247,40993,47101755,1149.0194667382236,40.73535398,-74.00483091,10014
41,248,9260,12307318,1329.0840172786177,40.72185379,-74.00771779,10013
42,249,12384,14697032,1186.7758397932816,40.71870989342781,-74.00900098067669,10013
43,250,47276,51409871,1087.441217531094,40.72456089,-73.99565293,10012
44,251,52531,56896058,1083.0948963469189,40.72317958,-73.99480012,10012
45,252,33980,36543651,1075.4458799293702,40.73226398,-73.99852205,10011
46,254,33373,30423007,911.6053995745064,40.73532427,-73.99800419,10011
47,257,32016,39203826,1224.5073088455772,40.719392247748,-74.00247209401861,10013
48,258,18071,22397373,1239.4097172264956,40.68940747,-73.96885458,11205
49,259,31685,57596483,1817.7839040555468,40.70122127301625,-74.01234220076124,10004
50,260,13823,19949470,1443.2084207480286,40.703651845188446,-74.01167806563987,10004
51,261,15013,24867218,1656.3790048624526,40.69474881,-73.98362464,11201
52,262,15246,17994998,1180.309458218549,40.6917823,-73.9737299,11205
53,264,22979,31341611,1363.9240610992645,40.70706456,-74.00731853,10005
54,265,38443,46337508,1205.3561896834274,40.72229346,-73.99147535,10002
55,266,602,495221,822.626245847176,40.72368361,-73.97574813,10009
56,267,23098,32356188,1400.822062516235,40.75097711,-73.98765428,10018
57,268,31262,34015983,1088.09362804683,40.71910536662946,-73.9997334105166,10013
58,270,14138,15693500,1110.0226340359316,40.69308257,-73.97178913,11205
59,274,21510,29550045,1373.7817294281729,40.686918521875874,-73.97668204435146,11217
60,275,11333,12896327,1137.9446748433777,40.68650065,-73.96563307,11238
61,276,16557,18992726,1147.1115540254875,40.71748752,-74.0104554,10013
62,278,10973,14733580,1342.7121115465234,40.69766567047115,-73.9847644826064,11201
63,279,1286,1202315,934.9261275272162,40.707873,-74.00167,10038
64,280,28433,28529210,1003.3837442408468,40.73331971785496,-73.99510131287308,10003
65,281,50959,70800437,1389.36079985871,40.7643971,-73.97371465,
66,282,25497,34494209,1352.8732399890182,40.7076449188808,-73.96841524402831,11249
67,284,65419,64599007,987.465522248888,40.73901695718268,-74.0026376727768,10011
68,285,74818,79502617,1062.6135020984254,40.7345456627067,-73.99074143682189,10003
69,289,10219,12545031,1227.6182601037283,40.6845683,-73.95881081,11238
70,291,20292,26580096,1309.8805440567712,40.713126,-73.984844,10002
71,293,60652,54895412,905.0882411132362,40.73020660529954,-73.99102628231049,10003
72,295,28034,29904701,1066.729721053007,40.71406667,-73.99293911,10002
73,296,666,470680,706.7267267267267,40.71413089,-73.9970468,10002
74,297,52355,46929344,896.3679495750167,40.734231986706135,-73.98692294711108,10003
75,298,19680,26399997,1341.4632621951218,40.68683208,-73.9796772,11217
76,301,48407,53375690,1102.6440390852565,40.7221744363964,-73.98368777579152,10009
77,302,25297,36938238,1460.1825512906669,40.72082834,-73.97793172,10009
78,303,37177,45205602,1215.9561556876563,40.72362738,-73.99949601,10012
79,304,36373,61501399,1690.8530778324582,40.70463334,-74.01361706,10004
80,305,46533,49917751,1072.7387230567554,40.76095756273613,-73.9672447186964,10022
81,307,52211,59077281,1131.5102373063148,40.71427487,-73.98990025,
82,308,20743,22782866,1098.3399701103988,40.713079156183774,-73.99851190532036,10038
83,309,27926,34624559,1239.8681873522885,40.7149787,-74.013012,10007
84,310,15912,16802797,1055.9827174459526,40.68926940306813,-73.98912866191365,11201
85,311,47749,57774029,1209.9526482229994,40.717227348589496,-73.9880208810128,10002
86,312,47372,52082424,1099.434771595035,40.722055,-73.989111,10002
87,313,11724,13970354,1191.6030365063118,40.69610226,-73.96751037,11205
88,315,38192,56196777,1471.4279692082112,40.70355377,-74.00670227,10005
89,316,23333,31618879,1355.114173059615,40.70955958,-74.00653609,10038
90,317,44799,44482077,992.9256679836604,40.72453734,-73.98185424,
91,319,38877,53808522,1384.07083879929,40.711065972580194,-74.00944701422435,10007
92,320,25075,26391716,1052.5111066799602,40.71757105698903,-74.0055490578664,10013
93,321,14770,22611175,1530.885240352065,40.69991755,-73.98971773,11201
94,323,21783,30618847,1405.6303998530964,40.69236176339164,-73.98631744542625,11201
95,324,22284,26974012,1210.4654460599534,40.689888,-73.981013,11201
96,325,41703,36884600,884.4591516197876,40.73624527,-73.98473765,10003
97,326,45185,42315881,936.5028438641142,40.72953837,-73.98426726,10003
98,327,43026,55201067,1282.9699948868126,40.7153379,-74.01658354,10282
99,328,29531,35865365,1214.4988317361417,40.72405549,-74.00965965,10013
100,330,21057,24329927,1155.431780405566,40.71450451,-74.00562789,10007
101,331,26165,36551739,1396.970724249952,40.711731118497234,-73.99193043265889,10002
102,332,29899,46187104,1544.7708619017358,40.7121990867882,-73.97948149734239,10002
103,334,44665,42119390,943.0066047240568,40.74238789740983,-73.99726238303033,10011
104,335,28932,27952943,966.160064979953,40.72903913408233,-73.99404652295694,10003
105,336,41265,46143801,1118.2309705561613,40.73047747,-73.99906065,10012
106,337,3067,2882228,939.754809259863,40.7037992,-74.00838676,10005
107,339,8019,17835393,2224.1417882528995,40.72580614,-73.97422494,10009
108,340,25701,42418395,1650.45698610949,40.71269042,-73.98776323,10002
109,341,19233,24243346,1260.5077730983205,40.71782143,-73.97628939,10002
110,342,19537,23795375,1217.964631212571,40.71739973,-73.98016555,10002
111,343,8550,10700498,1251.5202339181287,40.69794001403509,-73.96986874468304,11251
112,344,12653,14194459,1121.8255749624595,40.68514436762823,-73.95380897605943,11216
113,346,38852,39429762,1014.8708431998352,40.73652890212576,-74.00618028109903,10014
114,347,39707,46181111,1163.04709497066,40.728845978693926,-74.00859103548493,10014
115,349,30552,39532278,1293.9342105263158,40.71850211,-73.98329859,10002
116,350,58200,56192731,965.5108419243986,40.71559509,-73.9870295,10002
117,351,19364,28848852,1489.818839082834,40.70530954,-74.00612572,10005
118,353,12070,14358725,1189.6209610604806,40.68539572006876,-73.97431455393703,11217
119,354,15249,15979962,1047.9350777100135,40.69363172900845,-73.96223551820447,11205
120,355,32945,36988167,1122.7247533768402,40.71602118,-73.99974372,10013
121,356,14441,17117492,1185.3397964129908,40.71622644,-73.98261206,10002
122,358,88236,104868430,1188.4993653384106,40.732915554581126,-74.00711383741965,10014
123,359,36963,31038523,839.7187187187187,40.75510266444471,-73.97498690659741,10172
124,360,26827,34669598,1292.3397323591903,40.707179360000005,-74.00887308,10005
125,361,44561,49203555,1104.18426426696,40.71605866,-73.99190759,10002
126,362,18833,19163334,1017.540168852546,40.75172633453194,-73.98753530777678,10018
127,363,38035,52474527,1379.6378861574865,40.70834698,-74.01713445,10280
128,364,13422,22349848,1665.165251080316,40.68900442933989,-73.9602383554463,11238
129,366,18388,18871598,1026.2996519469218,40.693261,-73.968896,11205
130,367,30044,30853518,1026.944414858208,40.75828065,-73.97069431,10022
131,368,74949,88567680,1181.705960052836,40.73038599,-74.00214988,
132,369,35416,43087883,1216.6219505308336,40.73224119,-74.00026394,10011
133,372,8120,13012880,1602.571428571429,40.694546087246025,-73.95801365375519,11205
134,373,11325,12727856,1123.872494481236,40.69331716,-73.95381995,11205
135,376,19528,26368881,1350.3113990167965,40.70862144,-74.00722156,10038
136,377,22719,30634413,1348.4049914168756,40.72243797,-74.00566443,
137,379,47228,46756699,990.0207292284238,40.74915599339375,-73.9916000169391,10001
138,380,62587,69475634,1110.0649336124116,40.73401142963475,-74.00293880391216,10014
139,383,37549,37923131,1009.9638072918052,40.735238,-74.000271,10014
140,385,40649,45912362,1129.483185318212,40.75797322,-73.96603308,10022
141,386,19958,32654865,1636.1792263753882,40.71494807,-74.00234482,10007
142,387,41302,63685971,1541.9585250108953,40.71273266,-74.0046073,10007
143,388,29974,35861974,1196.4360445719624,40.74971772905415,-74.00295038101882,10001
144,389,20974,26117046,1245.2105463907694,40.71044554,-73.96525063,11249
145,390,17008,21830001,1283.5136994355598,40.69221587730656,-73.9842843244826,11201
146,391,22445,28870595,1286.2817999554466,40.69760127,-73.99344559,11201
147,392,22158,33059546,1491.9914252188826,40.695065,-73.987167,11201
148,393,26097,30621383,1173.3679350116872,40.72299208,-73.97995466,10009
149,394,28663,34592771,1206.878938003698,40.72521311,-73.97768752,
150,396,8123,14485621,1783.284623907423,40.68034238084525,-73.95576896764524,11238
151,397,9716,11124342,1144.950802799506,40.68415748,-73.96922273,11238
152,398,32395,46486941,1435.0035807995062,40.69165183,-73.9999786,11201
153,399,14882,14378734,966.1829055234512,40.68851534,-73.9647628,11205
154,400,10268,19213438,1871.195753798208,40.71926081,-73.98178024,10002
155,401,45958,56084194,1220.3358283650289,40.72019576,-73.98997825,10002
156,402,80868,75166451,929.4956101300884,40.7403432,-73.98955109,10010
157,403,40762,40966000,1005.0046612040626,40.72502876,-73.99069656,
158,405,45905,59116336,1287.7973205533167,40.739323,-74.008119,10014
159,406,15522,17827475,1148.5295065068935,40.69512845,-73.99595065,11201
160,408,17819,26728102,1499.9776642909253,40.71076228,-73.99400398,10002
161,410,42234,48771505,1154.7924657858598,40.72066442,-73.98517977,10002
162,411,43992,58409556,1327.7313147845064,40.72228086361543,-73.97668709711289,10009
163,412,45477,60984260,1340.9912703124655,40.71581550405699,-73.99422367707105,10002
164,415,28225,37678880,1334.947032772365,40.7047177,-74.00926027,
165,416,13779,15256111,1107.2001596632556,40.68753405999999,-73.97265183,11238
166,417,21205,25696195,1211.7988681914642,40.71291224,-74.01020234,10007
167,418,11435,15133036,1323.3962396152165,40.70224,-73.982578,11201
168,419,7882,12967643,1645.2224054808423,40.69580705,-73.97355568999998,11205
169,420,9358,10511899,1123.3061551613594,40.68764484,-73.96968902,11238
170,421,6295,8197128,1302.1648927720414,40.69573398,-73.97129668,11205
171,422,37661,39754993,1055.6010992804229,40.770513,-73.988038,10019
172,423,28186,29514361,1047.1283970765628,40.76584945082133,-73.98690502788973,10019
173,426,101767,145765438,1432.3448465612626,40.717548354264544,-74.0132206878314,10281
174,427,18713,37289005,1992.679153529632,40.701907,-74.013942,10004
175,432,54561,50633468,928.015762174447,40.72621785767856,-73.98379853536409,10009
176,434,32202,34100782,1058.9647226880318,40.74317449,-74.00366443,10011
177,435,100313,81133797,808.8064059493785,40.74173971512756,-73.99415557683609,10010
178,436,10569,18802838,1779.0555397861672,40.68216564,-73.95399026,11216
179,437,12963,15702342,1211.3200647998149,40.6809833854,-73.9500479759,11216
180,438,48791,47040317,964.118730913488,40.72779126,-73.98564945,10003
181,439,49668,49112044,988.8065555287106,40.7262807,-73.98978041,10003
182,440,26037,28096228,1079.088527864193,40.752554318709535,-73.97282629508007,10017
183,442,45523,46325472,1017.6278364782636,40.746647,-73.993915,10001
184,443,8463,12654823,1495.3117097955808,40.70853074,-73.96408963,11211
185,445,66267,78432098,1183.5770142001295,40.72740795786893,-73.98142001714126,10009
186,446,62389,64262793,1030.0340284344998,40.74487634,-73.99529885,10001
187,447,58543,65866091,1125.0890969031311,40.76370739999641,-73.98516152864562,10019
188,448,47019,55764978,1186.0094429911312,40.75660364939769,-73.99790090421533,10018
189,450,48209,51036666,1058.6543176585285,40.76227202361385,-73.98788207318965,10019
190,453,53491,49518525,925.73563777084,40.74475152668149,-73.99915357686676,10011
191,454,28891,33683388,1165.8782319753557,40.75455731,-73.96592976,10022
192,455,28384,32840074,1156.99246054115,40.75001986,-73.96905301000001,10017
193,456,26142,25355456,969.9126310152244,40.7597108,-73.97402311,10022
194,457,6905,7644451,1107.0892107168718,40.76695317,-73.98169333,10019
195,458,41799,47794542,1143.4374506567142,40.75139601445011,-74.00522597066914,10001
196,459,44655,54574539,1222.1372522673832,40.746744966633074,-74.00775596614041,10011
197,460,47577,63295147,1330.372806187864,40.71285887296634,-73.96590292102151,11249
198,461,42282,39713602,939.255522444539,40.73587678,-73.98205027,10003
199,462,62596,67671355,1081.0811393699278,40.74691959,-74.00451887,10011
200,464,24218,25589800,1056.6438186472872,40.75934501,-73.96759673,10022
201,465,43907,58175745,1324.9765413259845,40.75513557,-73.98658032,10036
202,466,42520,40589219,954.5912276575727,40.74395411,-73.99144871,10010
203,467,19142,23094595,1206.4880890189113,40.68312489,-73.97895137,11217
204,468,63640,77557395,1218.6894248900062,40.76526534034883,-73.98192343075203,10019
205,469,28433,31173074,1096.3695002286076,40.76344058,-73.98268129,
206,470,44219,46668099,1055.3856713177593,40.74345335,-74.00004031,10011
207,471,18216,25386626,1393.6443785682916,40.71286844,-73.95698119,11211
208,472,45216,44836478,991.606466737438,40.745712106367215,-73.9819483132597,10016
209,473,31145,35243358,1131.589597046075,40.72110063,-73.9919254,10002
210,474,43355,46387008,1069.934448160535,40.7451677,-73.98683077,10016
211,476,55145,52270283,947.8698522078156,40.74394312289709,-73.97966069615306,10016
212,477,56250,60935874,1083.3044266666666,40.75640543002738,-73.9900261635129,10018
213,478,62586,69881645,1116.5699197903684,40.76030097116927,-73.998842206543,10036
214,479,51606,56996894,1104.4625431151417,40.760192535647015,-73.99125511443437,10036
215,480,47974,52248063,1089.0912369199984,40.76669671632197,-73.99061730882228,10019
216,481,27966,37452023,1339.1984195094042,40.7126048741293,-73.96264400697098,11249
217,482,55056,55124198,1001.2387024120897,40.73935543170772,-73.99931780606383,10011
218,483,38183,35076343,918.6376921666712,40.73223272,-73.98889957,10003
219,484,26473,27133147,1024.9366146639973,40.75500254,-73.98014437,10036
220,485,26593,29210302,1098.4207122175007,40.75038009,-73.98338988,10018
221,486,43330,46750871,1078.9492499423031,40.7462009,-73.98855723,10001
222,487,37652,39950864,1061.0555614575587,40.73314259,-73.97573881,10009
223,489,48881,46130442,943.7295063521614,40.75066386,-74.00176802,10001
224,490,62776,80126093,1276.3809895501463,40.751551,-73.993934,10001
225,491,18575,16060730,864.6422611036339,40.74096368811629,-73.98602212880861,10010
226,492,52732,50922024,965.67594629447,40.75019995,-73.99093085,10001
227,493,24054,35864543,1491.0012056206867,40.7568001,-73.98291153,10036
228,494,50934,52649825,1033.6872226803314,40.74734811764735,-73.99723558504712,10001
229,495,50015,50836900,1016.4330700789764,40.76269882,-73.99301222,10036
230,496,45938,40338075,878.0981975706387,40.7372618542997,-73.99238966151748,10003
231,497,93968,89616150,953.687957602588,40.737049839469606,-73.99009294836881,10003
232,499,90782,126109955,1389.1515388513142,40.76915507792239,-73.98191844574245,10023
233,500,25202,27324405,1084.215736846282,40.76228820888263,-73.98336181564281,10019
234,501,68378,85654762,1252.6655064494428,40.744219,-73.97121214,10016
235,502,38568,43458470,1126.8012341837791,40.714211,-73.981095,10002
236,503,42819,38104214,889.8903290595297,40.73827422048063,-73.98751974914315,10010
237,504,58091,52783622,908.6368284243688,40.73221853,-73.98165557,10009
238,505,68462,72163075,1054.060281616079,40.74901271,-73.98848395,10001
239,507,45446,44928439,988.6115169651896,40.7391260292314,-73.97973776577037,10010
240,508,36796,44837667,1218.5473149255354,40.76341380593136,-73.99667447602458,10036
241,509,67561,59932005,887.0798981661018,40.74549730744068,-74.00197137562202,10011
242,510,3341,3785620,1133.0799161927566,40.7606597,-73.98042047,10019
243,513,32366,38345961,1184.760582092319,40.768254,-73.988639,10019
244,514,99327,153735337,1547.769861165645,40.7608750237748,-74.00277671694826,10018
245,515,52317,56074544,1071.822619798536,40.76009440462087,-73.99461844458685,10036
246,516,19934,24150731,1211.5346142269489,40.75206861311528,-73.96784385566771,10017
247,517,30258,28340615,936.6321303456936,40.751581,-73.97791,10017
248,518,37684,42335698,1123.439603014542,40.74780376174478,-73.97344191481,10016
249,519,74041,71535326,966.1582906767871,40.75187300343053,-73.97770598092949,10017
250,520,9688,8464780,873.7386457473162,40.75992273120768,-73.97648521314203,10019
251,522,19525,21747674,1113.8373367477593,40.75714758,-73.97207836,10022
252,523,25953,28313355,1090.9472893307131,40.75466592287288,-73.99138154383078,10018
253,525,38692,51323257,1326.4565543264755,40.75594159,-74.0021163,10001
254,526,37854,42560991,1124.345934379458,40.747659540826334,-73.98490712774449,10016
255,528,61298,59645222,973.0369995758426,40.74290902148422,-73.97706057901172,10016
256,529,35962,49675364,1381.3292920304766,40.7575699,-73.99098507,10036
257,530,41616,54557465,1310.9733035371012,40.77149667457962,-73.99046030111761,10023
258,531,35995,39390471,1094.3317405195166,40.71893904,-73.99266288,10002
259,532,62096,87993623,1417.0578298119042,40.710451,-73.960876,11211
260,533,28928,33372896,1153.6537610619469,40.75299641,-73.98721619,10018
261,534,15465,23364529,1510.8004526349823,40.70255065,-74.01272339999998,10004
262,536,41120,36495432,887.5348249027237,40.741443834886425,-73.97536078690614,10016
263,537,773,530884,686.783958602846,40.74025878,-73.98409214,10010
264,539,40265,50820631,1262.1540047187384,40.71534825,-73.96024116,11211
265,540,34022,33987134,998.9751925224856,40.743115550368415,-73.98215355976916,10016
266,545,53144,52684312,991.3501430076772,40.73650201874153,-73.97809467880175,10010
267,546,30687,32050159,1044.4213836477988,40.74444911554893,-73.9830352877,10016
268,2000,33920,55031106,1622.379304245283,40.70255092272169,-73.98940234813797,11201
269,2002,34995,44778067,1279.5561365909416,40.71688697465353,-73.96319796576655,11249
270,2003,50444,46739693,926.5659543255888,40.73381219196632,-73.98054420948029,10009
271,2005,984,1068855,1086.2347560975609,40.70531194,-73.97100056000001,11251
272,2006,69649,107666574,1545.8452239084552,40.76590939131819,-73.97634152890882,10021
273,2008,62506,90719685,1451.3756279397178,40.70569256091735,-74.01677683757158,10004
274,2009,21119,31574154,1495.0591410578152,40.71117438438941,-73.99682624558075,10038
275,2010,24146,27315515,1131.2645986912946,40.72170005235607,-74.00238141417502,10013
276,2012,52158,53200401,1019.9854480616588,40.739445,-73.976806,10016
277,2017,23635,25369123,1073.370975248572,40.75022392,-73.97121414,10017
278,2021,33967,40792664,1200.949863102423,40.75929124,-73.98859651,10036
279,2022,13443,18728295,1393.163356393662,40.75910691765231,-73.95922298341144,10022
280,3002,13486,15036735,1114.9885065994365,40.711512,-74.015756,10280
281,3016,58966,77290787,1310.7686972153444,40.72036775298455,-73.96165072917938,11249
282,3041,12599,34299847,2722.426144932137,40.67890679,-73.94142771,11213
283,3042,14027,39250969,2798.244029371925,40.6794268,-73.9298911,11233
284,3043,9056,15850384,1750.2632508833922,40.6814598,-73.934903,11233
285,3044,5079,11230198,2211.1041543610945,40.6800105,-73.938475,11216
286,3046,6950,11988330,1724.9395683453238,40.68260099999999,-73.938037,11216
287,3047,11249,18760391,1667.7385545381812,40.68236875612054,-73.94411798951019,11216
288,3048,6588,12450048,1889.8069216757744,40.68402,-73.94977,11216
289,3049,10915,12386932,1134.854054054054,40.68488,-73.96304,11238
290,3050,8817,18974975,2152.0897130543267,40.6851532,-73.94111,11221
291,3052,12928,23729445,1835.5078125,40.68631200000001,-73.935775,11221
292,3053,12035,28357829,2356.2799335272125,40.6900815,-73.947915,11216
293,3054,9334,17673459,1893.4496464538247,40.6894932,-73.942061,11221
294,3055,10994,22328280,2030.9514280516648,40.6883337,-73.950916,11216
295,3056,11114,15538319,1398.08520784596,40.69072560467608,-73.95133452991273,11205
296,3057,10763,14251664,1324.134906624547,40.69128264665613,-73.94524148464183,11216
297,3058,8281,19195038,2317.961357323995,40.69237074,-73.93705428,11221
298,3059,6464,13574079,2099.950340346534,40.69339819999999,-73.939877,11206
299,3060,9858,16952413,1719.660478798945,40.69425403,-73.94626915,11206
